theta_deg,rate_Hz_per_0.02deg_bin
1.390000000000000124e+00,1.704705648464138809e-06
1.410000000000000142e+00,1.631025807961714906e-06
1.429999999999999938e+00,1.648460974725022158e-06
1.449999999999999956e+00,1.651376358031194720e-06
1.469999999999999973e+00,1.689328745672321444e-06
1.489999999999999991e+00,1.655202017238168998e-06
1.510000000000000009e+00,1.669623465277892624e-06
1.530000000000000027e+00,1.767118139121540370e-06
1.550000000000000044e+00,1.697457637363591234e-06
1.570000000000000062e+00,1.782929422087861363e-06
1.590000000000000080e+00,1.754303690033749946e-06
1.610000000000000098e+00,1.747194771097400066e-06
1.630000000000000115e+00,1.724075825859701820e-06
1.650000000000000133e+00,1.743981856102168888e-06
1.669999999999999929e+00,1.753879845306584316e-06
1.689999999999999947e+00,1.700747986116004424e-06
1.709999999999999964e+00,1.682633561052530098e-06
1.729999999999999982e+00,1.750047695466466424e-06
1.750000000000000000e+00,1.764938160979766368e-06
1.770000000000000018e+00,1.724316033666915395e-06
1.790000000000000036e+00,1.750204950784433346e-06
1.810000000000000053e+00,1.789590383713500042e-06
1.830000000000000071e+00,1.802970836496885851e-06
1.850000000000000089e+00,1.720854759626050746e-06
1.870000000000000107e+00,1.721734838403712552e-06
1.890000000000000124e+00,1.742110852379607974e-06
1.910000000000000142e+00,1.724993226463960807e-06
1.929999999999999938e+00,1.746363161090705589e-06
1.949999999999999956e+00,1.730745463321014333e-06
1.969999999999999973e+00,1.800583771201299777e-06
1.989999999999999991e+00,1.750480766019196428e-06
2.009999999999999787e+00,1.767338909595949732e-06
2.030000000000000249e+00,1.742724455972206991e-06
2.049999999999999822e+00,1.765575186212157684e-06
2.070000000000000284e+00,1.738963588253727072e-06
2.089999999999999858e+00,1.730837146301859755e-06
2.110000000000000320e+00,1.764168549665850196e-06
2.129999999999999893e+00,1.763032110695507127e-06
2.150000000000000355e+00,1.735923050441913336e-06
2.169999999999999929e+00,1.723300047637908921e-06
2.190000000000000391e+00,1.703189431058525682e-06
2.209999999999999964e+00,1.683078473659315173e-06
2.230000000000000426e+00,1.720383292246916703e-06
2.250000000000000000e+00,1.680303984009822913e-06
2.270000000000000462e+00,1.738066091213173688e-06
2.290000000000000036e+00,1.657561945343593345e-06
2.310000000000000053e+00,1.758232353432090460e-06
2.330000000000000071e+00,1.700693952183064314e-06
2.349999999999999645e+00,1.754935139701783750e-06
2.370000000000000107e+00,1.714866470181696411e-06
2.389999999999999680e+00,1.765603906428007934e-06
2.410000000000000142e+00,1.747488303477969070e-06
2.429999999999999716e+00,1.763293320370479964e-06
2.450000000000000178e+00,1.704778702953237326e-06
2.469999999999999751e+00,1.737538926659042086e-06
2.490000000000000213e+00,1.639638437104722844e-06
2.509999999999999787e+00,1.705805583271210491e-06
2.530000000000000249e+00,1.620885731678832774e-06
2.549999999999999822e+00,1.607273315163914560e-06
2.570000000000000284e+00,1.709809538400645738e-06
2.589999999999999858e+00,1.642356410822184175e-06
2.610000000000000320e+00,1.664127688408668559e-06
2.629999999999999893e+00,1.662470308801007972e-06
2.650000000000000355e+00,1.627925157746345083e-06
2.669999999999999929e+00,1.583422681839330200e-06
2.690000000000000391e+00,1.628600652075788479e-06
2.709999999999999964e+00,1.620966367390024254e-06
2.730000000000000426e+00,1.574978379840848318e-06
2.750000000000000000e+00,1.590755348014284891e-06
2.770000000000000462e+00,1.534319429407984997e-06
2.790000000000000036e+00,1.596902023494380672e-06
2.810000000000000053e+00,1.541471511150477389e-06
2.830000000000000071e+00,1.549275103743367693e-06
2.849999999999999645e+00,1.538159762625186218e-06
2.870000000000000107e+00,1.540984719980195094e-06
2.889999999999999680e+00,1.545798534618607075e-06
2.910000000000000142e+00,1.449090736669845603e-06
2.929999999999999716e+00,1.497696254342341112e-06
2.950000000000000178e+00,1.475143956357582863e-06
2.969999999999999751e+00,1.507815360590533810e-06
2.990000000000000213e+00,1.492228410710407822e-06
3.009999999999999787e+00,1.453766360427137650e-06
3.030000000000000249e+00,1.469518027498977933e-06
3.049999999999999822e+00,1.398247532697242858e-06
3.070000000000000284e+00,1.426924910268908177e-06
3.089999999999999858e+00,1.431238011558764429e-06
3.110000000000000320e+00,1.348061161607488739e-06
3.129999999999999893e+00,1.391642702503368857e-06
3.150000000000000355e+00,1.403904525665734672e-06
3.169999999999999929e+00,1.372436958208413306e-06
3.190000000000000391e+00,1.366808386011078254e-06
3.209999999999999964e+00,1.410363269711775693e-06
3.230000000000000426e+00,1.306381702897157825e-06
3.250000000000000000e+00,1.352414687461810813e-06
