hcal_mask,S,Y,E,tracker_k,geometric_per_hour,no_roof_per_hour,concrete_per_hour,half_column_concrete_per_hour,double_column_concrete_per_hour,geometric_se_per_hour,no_roof_se_per_hour,concrete_se_per_hour,half_column_concrete_se_per_hour,double_column_concrete_se_per_hour
1,1,1,1,1,-3.3306690738754696e-16,-1.3322676295501878e-15,-9.992007221626409e-16,1.1102230246251565e-16,-1.1102230246251565e-15,6.9078970291204925e-16,1.6359988866132708e-15,6.152908259487467e-16,8.630409314449133e-16,8.842044471057237e-16
1,1,1,1,2,0.0,4.440892098500626e-16,4.440892098500626e-16,-2.220446049250313e-16,4.440892098500626e-16,3.3569988834012605e-16,6.500800384324988e-16,2.9072463135014863e-16,4.0249002671853413e-16,4.440892098500626e-16
1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,4,1.5502073697818837,2.18695993699186,1.8586738511267125,1.8762333658337083,1.8244417663477144,0.000451611676261209,0.0006371839846415802,0.0005415152464170366,0.0005466307167675263,0.0005315444017107998
2,0,0,0,0,57877.47972771608,80354.3819026886,68665.62827940949,68959.45681954804,68084.29681745268,0.13895585762421822,0.1966372636844359,0.16642890864178544,0.16721974694728742,0.16526379161723317
2,0,0,0,1,68.65576309273126,97.17493941910055,82.56292762143038,83.0236922650247,81.65389351272383,0.22045426075112998,0.3127275658868888,0.26549561022833484,0.2670692241332354,0.26238810655667033
2,0,0,0,2,410.16879425194315,580.2382755721252,493.0794843591733,495.8607464685915,487.5919019767395,0.10685261898767504,0.15204993596809196,0.12895778694819982,0.1296654829780972,0.12755872156601514
2,0,0,0,3,34.734039608992646,49.22294749136631,41.80338426661112,42.04397328670467,41.328922893438005,0.05062278560871745,0.07172320044257859,0.0609202723326558,0.06124130578537374,0.06028699089501674
2,0,0,0,4,186.38266285782996,264.50137661219577,224.5209961155147,225.8357261526455,221.92939746771017,0.018659356004764635,0.026418962710638292,0.02244372279145067,0.022570537529515874,0.022193653375406706
2,0,0,1,0,5186.99190836241,7251.147726768153,6183.556735418275,6228.611736252882,6095.131616421884,2.1490052205105044,3.0245961349576134,2.573290169716316,2.593929754567353,2.5329489064323636
2,0,0,1,1,4.518430269390663,6.384896358606454,5.424654577498938,5.471480209211343,5.33322102502882,0.006250063766468066,0.008824820870741205,0.007498644933546855,0.00756698740037289,0.007365371478364549
