theta_deg,rate_Hz_per_0.02deg_bin
3.589999999999999858e+00,1.311555552071540599e-06
3.610000000000000320e+00,1.268907991754511237e-06
3.629999999999999893e+00,1.275716571854966251e-06
3.650000000000000355e+00,1.315096528147015295e-06
3.669999999999999929e+00,1.233496292413384077e-06
3.690000000000000391e+00,1.299618454621220571e-06
3.709999999999999964e+00,1.220945917152368359e-06
3.730000000000000426e+00,1.210314945990417607e-06
3.750000000000000000e+00,1.285125245611429863e-06
3.770000000000000462e+00,1.219857409188130402e-06
3.790000000000000036e+00,1.274305165031782811e-06
3.810000000000000497e+00,1.194529283124302703e-06
3.830000000000000071e+00,1.224564197201926652e-06
3.849999999999999645e+00,1.182569580687027675e-06
3.870000000000000107e+00,1.175431555986332611e-06
3.889999999999999680e+00,1.182809129275434685e-06
3.910000000000000142e+00,1.143739397259341192e-06
3.929999999999999716e+00,1.187689223708463919e-06
3.950000000000000178e+00,1.125412496696253107e-06
3.969999999999999751e+00,1.124664363576261936e-06
3.990000000000000213e+00,1.112893785965271309e-06
4.009999999999999787e+00,1.157399891764542793e-06
4.030000000000000249e+00,1.073114158451172365e-06
4.050000000000000711e+00,1.035254011723175132e-06
4.070000000000000284e+00,1.073951321549233030e-06
4.089999999999999858e+00,1.021606977894615546e-06
4.109999999999999432e+00,9.884035973943787072e-07
4.129999999999999893e+00,1.002165457101048137e-06
4.150000000000000355e+00,9.950554131940901368e-07
4.169999999999999929e+00,1.014602952763779886e-06
4.189999999999999503e+00,9.941679484649547371e-07
4.209999999999999964e+00,9.667853140337876003e-07
4.230000000000000426e+00,9.220372600674017764e-07
4.250000000000000000e+00,9.369468329223467014e-07
4.269999999999999574e+00,9.640107232140154108e-07
4.290000000000000036e+00,9.545954664789958632e-07
4.310000000000000497e+00,9.324465668353562793e-07
4.330000000000000071e+00,8.611158824227416652e-07
4.349999999999999645e+00,8.575043241613162180e-07
4.370000000000000107e+00,8.336456450065165770e-07
4.390000000000000568e+00,8.774687662152971988e-07
4.410000000000000142e+00,8.599758074407491856e-07
