24	World/hcal_below_ecal/hcal_below_ecal_layer3_strip11
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip0
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip1
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip2
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip3
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip4
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip5
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip6
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip7
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip8
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip9
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip10
25	World/hcal_below_ecal/hcal_below_ecal_layer4_strip11
